"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"06/2024";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia";"7.213.090,85";"170.178.223,65";"134.703.771,65";"1.177.971,53";
"03/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"25.513.951,27";"27.946.836,13";"26.670.948,22";"5.750.035,15";
"04/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"35.792.670,41";"31.316.611,99";"28.941.863,65";"3.976.252,98";
"07/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"31.362.968,65";"31.736.457,16";"31.422.960,13";"784.046,60";
"02/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"34.308.753,32";"25.338.254,08";"25.248.239,24";"5.602.425,61";
"01/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"26.564.373,58";"25.110.782,23";"5.990.010,34";"31.183.633,24";
"05/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"48.534.075,43";"30.575.336,62";"30.815.890,87";"5.083.826,30";
"06/2024";"26000 - Ministério da Educação";"26352 - Fundação Universidade Federal do ABC";"38.567.962,68";"37.344.600,63";"31.016.690,52";"607.540,16";
"04/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"16.647.497,23";"32.819.934,88";"33.212.551,14";"1.919.669,41";
"06/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"11.858.129,01";"40.609.316,90";"33.006.745,74";"516.221,50";
"03/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"2.456.617,15";"32.705.517,92";"33.221.608,03";"3.772.304,00";
"05/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"21.072.693,63";"34.468.058,72";"32.950.098,78";"2.897.560,32";
"07/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"5.297.235,93";"33.569.023,67";"33.384.352,82";"489.376,77";
"01/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"374.578.745,93";"30.420.911,03";"6.214.106,37";"33.020.840,03";
"02/2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"8.230.998,95";"32.235.482,98";"31.627.133,52";"1.237.308,99";
"06/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"- 191.132,16";"23.984.520,26";"20.095.778,83";"4.936.394,21";
"03/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"2.277.073,84";"19.979.078,31";"18.820.107,03";"7.389.746,98";
"02/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"5.381.702,58";"18.117.734,53";"17.738.532,54";"2.855.471,06";
"05/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"9.364.817,93";"20.282.380,23";"19.267.484,26";"10.311.354,93";
"01/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"207.834.379,77";"17.319.265,53";"3.547.743,60";"34.624.536,92";
"04/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"14.722.395,70";"19.037.658,71";"19.961.099,23";"5.644.445,90";
"07/2024";"26000 - Ministério da Educação";"26286 - Fundação Universidade Federal do Amapá";"6.531.241,70";"20.228.876,53";"21.049.898,98";"1.339.155,90";
"07/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"32.034.179,05";"79.639.300,78";"92.795.894,03";"2.631.909,25";
"03/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"9.641.789,73";"80.740.527,48";"78.083.393,06";"2.808.815,36";
"05/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"8.792.279,30";"77.903.721,88";"77.502.465,81";"2.693.594,61";
"02/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"4.189.457,51";"71.722.794,57";"64.400.368,75";"19.072.335,40";
"01/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"918.302.612,47";"71.926.875,75";"5.416.298,96";"91.268.397,44";
"06/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"45.413.535,38";"91.375.910,99";"84.581.316,42";"655.321,97";
"04/2024";"26000 - Ministério da Educação";"26276 - Fundação Universidade Federal do Mato Grosso";"25.560.813,63";"75.700.300,50";"77.823.090,48";"10.950.230,99";
"06/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"9.938.786,83";"111.274.862,47";"89.280.166,64";"3.248.289,12";
"02/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"11.602.901,87";"78.936.543,50";"72.763.296,82";"13.974.402,62";
"07/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"7.985.292,47";"85.431.707,23";"86.009.051,31";"797.153,27";
"05/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"23.599.152,21";"90.853.975,00";"85.376.669,48";"2.518.608,87";
"03/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"12.706.636,19";"82.633.662,22";"88.468.144,51";"11.562.279,76";
"04/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"71.356.713,39";"84.404.865,35";"83.737.373,04";"2.331.572,65";
"01/2024";"26000 - Ministério da Educação";"26283 - Fundação Universidade Federal do Mato Grosso do Sul";"800.551.745,77";"75.222.741,30";"15.929.371,61";"79.598.088,58";
"01/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"368.946.735,70";"30.998.947,55";"6.929.315,24";"28.701.132,52";
"02/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"5.193.975,69";"29.981.206,20";"27.446.717,32";"2.941.928,36";
"06/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"6.887.992,07";"40.454.523,15";"33.382.543,74";"1.012.330,34";
"07/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"26.292.173,27";"33.933.622,12";"34.229.192,76";"337.224,36";
"05/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"6.616.050,42";"34.913.867,84";"32.874.284,02";"1.268.695,85";
"04/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"10.142.186,85";"31.944.821,46";"31.774.065,68";"1.221.725,59";
"03/2024";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"3.493.655,42";"30.973.517,06";"30.647.984,89";"2.001.378,65";
"06/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"99.019.429,49";"92.431.555,04";"79.484.309,77";"2.518.478,48";
"01/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"184.211.673,10";"63.144.181,57";"10.923.328,37";"78.949.478,07";
"02/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"7.429.645,20";"67.897.545,03";"60.582.207,43";"16.233.515,90";
"05/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"53.877.051,87";"81.870.993,68";"73.780.135,63";"4.124.719,60";
"07/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"84.248.687,62";"72.667.216,36";"80.648.821,52";"2.540.157,90";
"03/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"116.821.696,18";"70.182.037,50";"70.000.246,83";"6.349.380,56";
"04/2024";"26000 - Ministério da Educação";"26279 - Fundação Universidade Federal do Piauí";"100.857.319,51";"71.201.214,41";"69.858.073,80";"6.266.465,85";
"06/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"3.012.043,14";"36.416.090,17";"27.781.336,95";"3.307.650,27";
"05/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"8.995.217,19";"28.788.629,81";"27.464.834,94";"5.337.794,30";
"03/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"6.993.168,67";"25.416.447,39";"23.971.672,59";"9.996.651,35";
"07/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"11.268.777,00";"29.331.992,18";"28.598.827,78";"5.186.498,39";
"04/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"23.735.338,75";"25.691.449,04";"25.958.893,07";"7.844.782,96";
"01/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"302.029.472,23";"22.712.100,74";"5.083.827,34";"27.317.710,89";
"02/2024";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"2.029.680,15";"22.663.157,01";"20.325.336,94";"13.660.994,72";
"04/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"20.942.313,73";"31.717.066,57";"21.647.669,82";"2.819.888,52";
"01/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"171.446.738,40";"17.186.678,92";"4.162.755,12";"25.883.390,32";
"07/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"16.184.584,38";"26.410.161,05";"29.796.423,32";"2.691.369,35";
"03/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"25.284.799,53";"25.611.986,68";"24.076.881,02";"4.214.037,15";
"05/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"10.635.144,78";"26.950.130,20";"30.417.231,58";"3.355.280,90";
"02/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"5.560.990,85";"19.318.322,17";"17.158.907,16";"5.043.187,00";
"06/2024";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"13.128.993,72";"29.044.589,46";"28.978.572,66";"769.179,81";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"4.744.468.124,00";"262.100.137,90";"262.100.137,90";"183.819.614,10";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"338.630.087,63";"338.630.087,63";"0,00";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"335.393.913,40";"335.393.913,40";"0,00";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"378.019.620,57";"378.019.620,57";"0,00";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"606.339.815,15";"606.339.815,15";"0,00";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"396.487.304,51";"396.487.304,51";"0,00";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"461.262.432,83";"461.262.432,83";"0,00";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.134.058.861,46";"1.134.058.861,46";"0,00";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.819.019.445,48";"1.819.019.445,48";"0,00";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.383.787.298,82";"1.383.787.298,82";"0,00";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"14.362.649.548,00";"748.076.794,80";"748.076.794,80";"589.682.460,86";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.485.956.837,60";"1.485.956.837,60";"0,00";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"536.115.165,38";"536.115.165,38";"0,00";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.189.461.913,58";"1.189.461.913,58";"0,00";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"606.339.815,15";"606.339.815,15";"0,00";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"233.547.476,47";"233.547.476,47";"0,00";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"495.318.946,00";"495.318.946,00";"0,00";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"178.705.055,03";"178.705.055,03";"0,00";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"4.744.468.124,00";"249.358.931,73";"249.358.931,73";"196.560.820,27";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"378.019.620,57";"378.019.620,57";"0,00";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"624.202.260,87";"624.202.260,87";"0,00";
"07/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.104.708.776,95";"936.580.059,50";"2.227.126.653,83";"14.092.781,72";
"01/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.875.485.284,32";"1.014.801.169,69";"2.037.910,48";"950.315.889,66";
"06/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"2.139.926.781,41";"2.082.809.113,16";"1.892.928.511,92";"24.492.943,82";
"04/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.933.900.673,70";"2.225.662.244,94";"1.851.121.440,07";"65.191.021,09";
"05/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.810.838.477,32";"1.838.472.696,37";"1.845.287.241,37";"22.051.148,68";
"03/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.863.796.158,20";"2.034.717.289,71";"1.818.622.934,04";"108.250.302,94";
"02/2024";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"2.126.567.883,59";"1.769.835.690,78";"1.641.222.070,68";"145.471.778,58";
"05/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"123.176.998,45";"138.368.759,94";"138.368.759,94";"0,00";
"03/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"80.456.503,24";"67.323.811,89";"67.323.811,89";"0,00";
"07/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"21.811.225,49";"34.763.280,63";"34.763.111,14";"0,00";
"04/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"40.544.563,68";"28.444.827,41";"28.444.827,41";"0,00";
"02/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"12.550,50";"18.258,88";"18.258,88";"0,00";
"06/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"162.638.484,79";"154.730.681,34";"154.730.681,34";"0,00";
"01/2024";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"22.000,00";"12.662,62";"12.662,62";"180.948.847,63";
"01/2024";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"4.888.114.865,60";"4.888.016.294,59";"4.888.016.294,59";"1.958.600.931,69";
"07/2024";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"11.125.627.145,02";"11.120.354.878,75";"11.120.356.429,90";"22.241.417,70";
